guid,label
7954,positive
7955,positive
7956,positive
7958,positive
7959,positive
7960,positive
7962,positive
7964,positive
7965,positive
7966,positive
7967,positive
7968,positive
7969,positive
7970,positive
7973,positive
7974,positive
7975,positive
7976,positive
7977,positive
7978,positive
7979,positive
7980,positive
7981,positive
7982,positive
7983,positive
7984,positive
7985,positive
7987,positive
7988,positive
7989,positive
7991,positive
7992,positive
7994,positive
7995,positive
7997,positive
7998,positive
7999,positive
8000,positive
8001,positive
8002,positive
8004,positive
8005,positive
8007,positive
8008,positive
8009,positive
8011,positive
8014,positive
8015,positive
8016,positive
8018,positive
8020,positive
8021,positive
8022,neutral
8023,positive
8026,positive
8027,positive
8028,negative
8029,positive
8031,positive
8032,positive
8034,positive
8035,positive
8036,positive
8037,positive
8038,positive
8040,positive
8041,positive
8043,positive
8045,positive
8046,positive
8047,positive
8048,positive
8049,positive
8050,positive
8051,positive
8052,positive
8053,positive
8055,positive
8056,positive
8057,positive
8058,positive
8059,positive
8060,neutral
8061,neutral
8064,positive
8065,positive
8066,positive
8069,positive
8070,positive
8071,positive
8072,positive
8073,positive
8074,positive
8075,positive
8076,positive
8077,positive
8079,positive
8080,positive
8081,positive
8082,positive
8083,positive
8085,positive
8086,positive
8087,positive
8088,positive
8089,positive
8090,neutral
8091,positive
8092,positive
8093,positive
8094,positive
8095,positive
8096,positive
8097,positive
8099,positive
8100,positive
8102,positive
8103,positive
8104,positive
8106,positive
8107,positive
8108,positive
8109,positive
8110,negative
8112,positive
8113,positive
8114,positive
8115,positive
8116,positive
8117,positive
8119,positive
8122,positive
8123,positive
8124,positive
8125,positive
8131,positive
8132,positive
8133,positive
8135,positive
8138,neutral
8139,positive
8140,positive
8142,positive
8143,positive
8144,positive
8145,positive
8146,positive
8147,positive
8149,positive
8150,positive
8151,positive
8152,positive
8153,positive
8155,positive
8156,negative
8157,positive
8158,positive
8160,positive
8162,positive
8165,positive
8166,positive
8167,positive
8168,neutral
8169,positive
8170,positive
8172,positive
8173,positive
8175,positive
8176,positive
8177,positive
8178,positive
8179,positive
8181,positive
8182,positive
8183,positive
8184,positive
8185,positive
8186,positive
8187,positive
8188,positive
8191,positive
8192,positive
8194,positive
8195,positive
8196,neutral
8198,positive
8200,positive
8201,positive
8202,positive
8203,neutral
8207,positive
8208,positive
8209,positive
8210,positive
8211,positive
8212,positive
8213,positive
8214,positive
8215,positive
8216,neutral
8217,positive
8218,positive
8221,positive
8222,positive
8224,positive
8225,positive
8227,positive
8228,positive
8229,positive
8230,positive
8234,negative
8235,positive
8236,positive
8237,positive
8239,positive
8240,positive
8242,positive
8243,positive
8244,positive
8245,positive
8247,positive
8248,positive
8249,positive
8251,positive
8252,positive
8253,positive
8254,positive
8255,positive
8256,positive
8257,positive
8258,positive
8260,positive
8261,positive
8262,positive
8263,positive
8264,positive
8265,positive
8266,positive
8267,positive
8268,neutral
8269,positive
8271,positive
8272,positive
8273,positive
8274,positive
8275,positive
8276,positive
8277,positive
8278,positive
8279,positive
8280,positive
8281,positive
8282,positive
8283,positive
8284,positive
8288,positive
8289,positive
8290,positive
8291,positive
8292,positive
8293,positive
8294,positive
8295,positive
8298,positive
8299,positive
8300,positive
8302,neutral
8303,positive
8304,positive
8305,positive
8307,positive
8308,positive
8309,positive
8310,positive
8311,positive
8312,positive
8313,positive
8315,positive
8316,positive
8317,positive
8319,positive
8320,positive
8321,negative
8322,positive
8323,positive
8325,positive
8326,positive
8328,positive
8329,positive
8330,positive
8331,positive
8332,positive
8333,positive
8334,positive
8335,positive
8336,positive
8337,positive
8338,positive
8340,positive
8341,positive
8343,positive
8344,positive
8345,positive
8346,positive
8347,positive
8348,positive
8349,positive
8350,positive
8351,positive
8352,positive
8354,positive
8355,neutral
8358,positive
8359,positive
8360,positive
8361,positive
8362,positive
8363,positive
8364,positive
8365,positive
8366,positive
8367,positive
8368,positive
8370,positive
8371,positive
8373,positive
8374,positive
8376,positive
8378,positive
8379,positive
8381,positive
8382,neutral
8383,positive
8386,positive
8387,positive
8388,positive
8389,neutral
8392,positive
8393,positive
8394,positive
8395,positive
8396,positive
8398,positive
8399,positive
8400,positive
8402,positive
8403,positive
8404,positive
8405,positive
8408,positive
8409,positive
8411,positive
8412,positive
8414,positive
8415,positive
8416,positive
8417,positive
8418,positive
8419,positive
8420,positive
8421,positive
8422,neutral
8423,negative
8425,neutral
8426,positive
8427,negative
8430,positive
8431,positive
8433,positive
8434,positive
8435,positive
8436,positive
8437,positive
8439,positive
8441,positive
8442,positive
8443,positive
8444,positive
8445,positive
8446,positive
8447,positive
8448,positive
8450,positive
8451,positive
8453,positive
8454,positive
8455,positive
8456,positive
8458,positive
8459,positive
8460,positive
8461,positive
8462,positive
8464,positive
8465,positive
8466,negative
8467,positive
8468,neutral
8469,positive
8470,positive
8471,positive
8472,positive
8473,positive
8474,positive
8475,positive
8476,positive
8477,positive
8478,positive
8479,positive
8481,positive
8482,positive
8483,positive
8484,positive
8485,positive
8487,positive
8488,positive
8491,positive
8492,positive
8494,positive
8495,positive
8496,positive
8497,positive
8498,positive
8499,positive
8500,positive
8503,positive
8504,positive
8505,positive
8506,positive
8507,negative
8509,positive
8510,positive
8511,positive
8512,positive
8513,positive
8515,positive
8516,positive
8517,positive
8518,positive
8519,positive
8520,positive
8521,positive
8522,positive
8523,neutral
8524,positive
8525,neutral
8526,neutral
8527,negative
8528,positive
8529,positive
8531,positive
8532,negative
8533,positive
8534,neutral
8535,positive
8536,neutral
8538,positive
8540,negative
8541,neutral
8542,positive
8544,neutral
8546,positive
8547,neutral
8548,positive
8550,positive
8551,positive
8553,neutral
8554,positive
8556,positive
8557,positive
8558,neutral
8559,positive
8560,neutral
8561,positive
8562,positive
8563,positive
8565,negative
8566,negative
8567,positive
8574,positive
8575,positive
8576,neutral
8577,positive
8579,negative
8581,neutral
8582,neutral
8587,positive
8589,positive
8593,neutral
8597,positive
8598,positive
8599,neutral
8600,neutral
8601,positive
8604,neutral
8607,positive
8608,positive
8609,positive
8614,positive
8615,neutral
8616,neutral
8617,positive
8619,neutral
8621,neutral
8622,neutral
8623,neutral
8625,neutral
8626,negative
8627,negative
8628,negative
8629,positive
8630,positive
8632,positive
8633,positive
8634,positive
8635,neutral
8637,positive
8640,neutral
8641,neutral
8642,neutral
8643,positive
8646,positive
8648,positive
8650,neutral
8652,neutral
8655,neutral
8658,positive
8659,positive
8662,positive
8663,neutral
8664,positive
8665,neutral
8666,positive
8667,neutral
8672,neutral
8674,neutral
8676,negative
8677,positive
8678,negative
8681,neutral
8682,neutral
8683,positive
8684,neutral
8688,neutral
8689,positive
8691,negative
8692,negative
8694,neutral
8695,positive
8696,positive
8700,positive
8701,positive
8704,negative
8705,neutral
8706,positive
8708,positive
8709,negative
8711,neutral
8713,positive
8716,positive
8721,positive
8723,negative
8724,neutral
8725,positive
8726,negative
8727,positive
8731,positive
8732,neutral
8733,negative
8734,neutral
8735,neutral
8737,positive
8739,negative
8740,positive
8744,positive
8745,positive
8746,positive
8748,neutral
8750,positive
8751,positive
8753,negative
8755,positive
8756,positive
8758,positive
8760,positive
8761,neutral
8762,neutral
8763,neutral
8764,positive
8766,neutral
8767,positive
8768,positive
8771,neutral
8772,positive
8775,negative
8776,positive
8777,neutral
8778,positive
8780,positive
8782,negative
8783,neutral
8785,neutral
8788,neutral
8789,neutral
8790,negative
8793,negative
8794,positive
8795,positive
8796,neutral
8797,positive
8799,neutral
8805,positive
8806,neutral
8814,negative
8815,positive
8816,positive
8818,positive
8821,negative
8825,positive
8828,neutral
8830,neutral
8831,negative
8833,negative
8834,neutral
8835,neutral
8839,positive
8840,positive
8841,neutral
8845,positive
8847,neutral
8852,negative
8853,positive
8855,neutral
8857,positive
8860,negative
8862,positive
8865,positive
8866,negative
8867,positive
8869,neutral
8871,positive
8872,negative
8873,negative
8877,neutral
8878,neutral
8879,positive
8881,positive
8883,positive
8886,neutral
8887,positive
8888,negative
8890,negative
8891,negative
8892,positive
8893,negative
8894,positive
8897,neutral
8899,positive
8900,positive
8901,positive
8902,negative
8903,positive
8904,neutral
8905,positive
8906,positive
8907,positive
8908,neutral
8909,neutral
8912,positive
8914,positive
8917,positive
8919,positive
8920,positive
8922,neutral
8923,neutral
8924,positive
8925,negative
8926,positive
8928,neutral
8929,neutral
8930,neutral
8933,positive
8935,positive
8936,neutral
8937,negative
8938,neutral
8939,positive
8940,negative
8942,negative
8943,neutral
8944,positive
8945,neutral
8946,negative
8947,positive
8948,neutral
8951,neutral
8952,neutral
8953,positive
8957,positive
8958,positive
8959,positive
8960,negative
8962,positive
8964,positive
8967,positive
8968,neutral
8969,neutral
8970,neutral
8973,negative
8974,negative
8979,negative
8980,negative
8982,positive
8983,negative
8988,neutral
8990,negative
8991,negative
8992,positive
8993,negative
8994,negative
8996,neutral
8998,negative
9001,positive
9002,positive
9003,positive
9005,positive
9007,positive
9009,negative
9010,positive
9013,negative
9015,positive
9017,negative
9018,neutral
9021,neutral
9023,negative
9025,neutral
9026,neutral
9027,negative
9029,positive
9030,negative
9031,neutral
9032,neutral
9033,positive
9034,negative
9036,positive
9039,neutral
9040,positive
9042,positive
9043,neutral
9045,positive
9047,positive
9049,positive
9051,negative
9053,positive
9054,positive
9057,positive
9058,positive
9059,neutral
9061,neutral
9062,positive
9063,positive
9064,neutral
9067,negative
9069,neutral
9070,neutral
9075,neutral
9078,positive
9080,positive
9083,positive
9086,neutral
9087,positive
9088,positive
9091,neutral
9092,neutral
9094,positive
9095,neutral
9096,positive
9099,neutral
9100,positive
9104,positive
9105,positive
9107,neutral
9108,negative
9111,neutral
9112,positive
9113,neutral
9120,neutral
9122,negative
9123,neutral
9124,positive
9125,positive
9128,negative
9129,positive
9130,positive
9132,neutral
9133,negative
9136,positive
9138,positive
9139,positive
9140,positive
9141,positive
9142,negative
9143,positive
9144,positive
9146,neutral
9147,positive
9148,positive
9149,neutral
9151,neutral
9152,neutral
9154,positive
9156,neutral
9157,positive
9161,neutral
9162,positive
9166,positive
9167,negative
9168,neutral
9169,neutral
9170,positive
9171,positive
9173,neutral
9174,positive
9176,positive
9177,neutral
9178,neutral
9179,neutral
9180,positive
9181,neutral
9182,positive
9184,neutral
9185,positive
9188,positive
9189,negative
9190,positive
9191,neutral
9192,neutral
9194,neutral
9200,negative
9201,neutral
9203,negative
9208,negative
9211,neutral
9212,positive
9213,positive
9214,positive
9215,positive
9216,positive
9219,positive
9220,neutral
9221,positive
9222,neutral
9224,positive
9226,positive
9227,positive
9229,neutral
9230,neutral
9231,positive
9232,positive
9236,negative
9239,neutral
9240,neutral
9244,positive
9245,positive
9246,positive
9247,neutral
9248,negative
9249,positive
9253,neutral
9254,positive
9255,neutral
9257,negative
9258,positive
9259,positive
9262,positive
9263,positive
9264,neutral
9268,neutral
9270,neutral
9272,neutral
9273,positive
9274,neutral
9275,neutral
9276,positive
9277,neutral
9278,positive
9279,neutral
9283,positive
9287,positive
9288,neutral
9290,positive
9291,negative
9292,neutral
9294,neutral
9296,neutral
9297,positive
9298,positive
9299,negative
9300,positive
9301,positive
9304,neutral
9305,positive
9307,negative
9308,positive
9310,positive
9311,neutral
9312,neutral
9314,neutral
9315,neutral
9316,negative
9317,positive
9318,negative
9319,positive
9320,positive
9321,neutral
9322,positive
9324,negative
9325,positive
9328,neutral
9329,negative
9330,neutral
9333,positive
9334,positive
9335,positive
9336,positive
9338,positive
9340,negative
9341,neutral
9344,positive
9349,negative
9350,neutral
9353,neutral
9354,positive
9355,positive
9356,positive
9357,positive
9358,neutral
9360,positive
9362,positive
9363,negative
9366,positive
9367,negative
9371,neutral
9374,positive
9377,positive
9378,positive
9379,positive
9380,positive
9383,positive
9384,negative
9386,neutral
9388,neutral
9390,neutral
9391,positive
9392,positive
9393,positive
9394,negative
9396,positive
9399,negative
9400,negative
9404,neutral
9407,neutral
9411,positive
9412,positive
9413,neutral
9416,positive
9420,neutral
9425,neutral
9426,positive
9427,positive
9428,neutral
9430,neutral
9431,negative
9435,positive
9436,neutral
9437,positive
9438,positive
9439,positive
9442,positive
9445,negative
9448,positive
9449,negative
9453,neutral
9455,negative
9457,negative
9459,positive
9460,positive
9461,neutral
9463,neutral
9464,neutral
9466,positive
9467,neutral
9468,negative
9469,positive
9471,positive
9472,positive
9475,positive
9481,neutral
9483,neutral
9484,neutral
9485,neutral
9487,positive
9488,positive
9492,neutral
9493,neutral
9494,neutral
9495,positive
9496,positive
9498,neutral
9499,neutral
9501,positive
9502,negative
9504,positive
9505,negative
9507,negative
9508,positive
9510,neutral
9511,positive
9512,neutral
9514,neutral
9515,positive
9517,positive
9519,neutral
9520,neutral
9525,positive
9526,negative
9527,negative
9528,positive
9529,negative
9531,positive
9533,positive
9534,neutral
9535,neutral
9536,positive
9537,neutral
9538,positive
9539,neutral
9540,positive
9542,negative
9544,negative
9545,negative
9546,positive
9548,positive
9549,negative
9550,neutral
9551,positive
9554,neutral
9555,neutral
9556,negative
9557,neutral
9558,neutral
9559,neutral
9560,negative
9561,negative
9562,positive
9563,neutral
9564,positive
9565,positive
9567,neutral
9568,positive
9569,neutral
9571,positive
9572,neutral
9576,positive
9577,positive
9578,positive
9580,positive
9581,positive
9582,positive
9583,positive
9584,neutral
9585,positive
9586,neutral
9589,positive
9591,positive
9594,negative
9595,positive
9596,positive
9597,neutral
9598,positive
9600,positive
9602,neutral
9603,neutral
9607,neutral
9609,neutral
9610,positive
9611,positive
9612,positive
9614,negative
9616,positive
9617,neutral
9619,positive
9620,neutral
9621,positive
9622,positive
9624,neutral
9625,neutral
9626,positive
9627,neutral
9628,positive
9629,positive
9630,positive
9631,negative
9635,neutral
9636,neutral
9638,negative
9639,positive
9642,positive
9644,neutral
9645,neutral
9646,positive
9647,neutral
9648,positive
9649,negative
9650,neutral
9657,neutral
9659,positive
9662,negative
9663,positive
9664,positive
9665,neutral
9666,neutral
9667,negative
9670,positive
9671,neutral
9673,neutral
9674,negative
9675,neutral
9677,neutral
9678,negative
9679,positive
9682,neutral
9683,negative
9684,negative
9685,positive
9687,neutral
9689,negative
9691,positive
9695,positive
9696,positive
9697,negative
9698,positive
9701,neutral
9705,neutral
9706,positive
9708,positive
9709,positive
9710,negative
9711,negative
9712,neutral
9713,neutral
9714,neutral
9716,positive
9718,positive
9719,positive
9721,positive
9723,neutral
9726,neutral
9728,positive
9730,neutral
9731,negative
9732,negative
9734,negative
9735,positive
9736,neutral
9737,positive
9738,neutral
9739,neutral
9740,negative
9741,neutral
9744,neutral
9748,negative
9749,negative
9750,neutral
9751,neutral
9752,negative
9753,negative
9755,negative
9756,neutral
9758,negative
9759,negative
9762,neutral
9765,negative
9769,positive
9770,positive
9771,neutral
9773,neutral
9774,negative
9775,negative
9777,positive
9779,neutral
9780,neutral
9781,negative
9782,negative
9783,neutral
9785,negative
9787,positive
9788,positive
9789,positive
9791,neutral
9792,neutral
9794,negative
9798,positive
9799,neutral
9801,positive
9804,neutral
9805,neutral
9806,negative
9807,positive
9808,positive
9809,positive
9811,positive
9812,negative
9813,positive
9814,negative
9815,positive
9817,neutral
9818,negative
9820,neutral
9821,negative
9822,positive
9824,negative
9825,neutral
9827,neutral
9828,neutral
9829,neutral
9833,positive
9834,negative
9835,negative
9836,negative
9837,neutral
9838,positive
9839,neutral
9840,neutral
9841,neutral
9843,positive
9844,neutral
9845,neutral
9846,negative
9847,positive
9849,positive
9850,neutral
9851,neutral
9854,negative
9855,neutral
9857,positive
9859,neutral
9861,neutral
9863,neutral
9865,neutral
9866,negative
9867,neutral
9868,negative
9869,negative
9870,neutral
9872,neutral
9873,neutral
9875,neutral
9876,neutral
9877,negative
9878,negative
9879,neutral
9880,neutral
9881,neutral
9884,negative
9886,neutral
9887,negative
9888,neutral
9889,positive
9890,negative
9891,positive
9893,negative
9894,positive
9896,negative
9898,neutral
9899,positive
9901,negative
9904,neutral
9908,negative
9910,positive
9913,negative
9914,negative
9915,neutral
9917,neutral
9918,positive
9920,negative
9922,negative
9923,negative
9924,positive
9925,positive
9927,neutral
9930,positive
9931,positive
9933,neutral
9934,positive
9937,neutral
9938,negative
9939,neutral
9940,neutral
9942,neutral
9943,neutral
9944,neutral
9945,neutral
9948,positive
9949,negative
9950,neutral
9951,neutral
9952,neutral
9953,neutral
9954,positive
9955,negative
9956,neutral
9957,positive
9958,positive
9959,neutral
9962,neutral
9963,neutral
9965,positive
9968,neutral
9970,neutral
9971,neutral
9972,neutral
9974,positive
9976,positive
9977,positive
9978,neutral
9982,positive
9983,positive
9985,neutral
9986,neutral
9987,neutral
9988,positive
9990,neutral
9991,neutral
9994,negative
9995,neutral
9996,positive
9997,neutral
9998,negative
10000,neutral
10001,negative
10002,neutral
10003,neutral
10004,neutral
10006,neutral
10007,positive
10009,neutral
10010,positive
10011,positive
10012,neutral
10013,negative
10014,positive
10015,neutral
10016,neutral
10017,positive
10019,neutral
10020,neutral
10021,positive
10022,neutral
10023,neutral
10027,neutral
10028,neutral
10030,negative
10031,negative
10033,neutral
10038,negative
10039,positive
10040,positive
10041,neutral
10043,negative
10047,negative
10048,negative
10049,negative
10050,negative
10051,neutral
10054,negative
10056,neutral
10057,neutral
10058,positive
10060,negative
10061,negative
10062,positive
10064,neutral
10065,positive
10066,neutral
10067,negative
10069,negative
10071,positive
10072,positive
10073,positive
10074,neutral
10077,neutral
10079,negative
10080,positive
10081,negative
10082,positive
10089,neutral
10091,neutral
10092,positive
10095,positive
10097,positive
10098,negative
10100,negative
10101,negative
10103,neutral
10104,positive
10105,negative
10106,negative
10107,positive
10108,neutral
10110,neutral
10111,negative
10114,positive
10115,positive
10116,positive
10117,neutral
10120,neutral
10125,neutral
10126,neutral
10127,neutral
10128,neutral
10129,neutral
10130,neutral
10132,negative
10135,negative
10137,positive
10141,negative
10142,positive
10143,negative
10144,negative
10145,negative
10147,neutral
10148,neutral
10149,positive
10150,positive
10151,positive
10154,positive
10155,neutral
10158,neutral
10159,positive
10160,positive
10161,neutral
10162,neutral
10163,neutral
10166,positive
10167,neutral
10168,neutral
10169,neutral
10170,neutral
10171,positive
10172,positive
10174,positive
10176,neutral
10177,positive
10178,positive
10179,neutral
10181,positive
10183,positive
10184,positive
10185,positive
10186,positive
10188,neutral
10189,positive
10192,positive
10193,neutral
10194,positive
10195,positive
10196,positive
10197,positive
10198,positive
10199,neutral
10200,positive
10201,positive
10204,positive
10206,positive
10207,positive
10208,positive
10209,positive
10212,positive
10213,positive
10214,positive
10215,positive
10216,positive
10217,positive
10218,positive
10219,positive
10220,positive
10221,positive
10222,positive
10224,neutral
10225,positive
10226,positive
10227,neutral
10228,positive
10229,positive
10230,positive
10232,positive
10233,negative
10235,neutral
10236,neutral
10237,negative
10239,positive
10240,positive
10241,negative
10244,positive
10245,neutral
10246,positive
10249,positive
10251,positive
10253,neutral
10257,positive
10258,positive
10259,positive
10263,positive
10265,neutral
10266,neutral
10267,positive
10268,positive
10269,positive
10270,positive
10271,neutral
10273,neutral
10274,positive
10276,positive
10277,positive
10278,neutral
10280,positive
10281,positive
10282,positive
10283,positive
10284,neutral
10286,positive
10287,positive
10288,neutral
10289,positive
10291,neutral
10294,positive
10295,neutral
10296,neutral
10297,positive
10298,positive
10299,neutral
10300,positive
10301,positive
10302,positive
10303,positive
10307,positive
10309,negative
10310,neutral
10311,positive
10312,neutral
10313,neutral
10315,positive
10316,positive
10317,positive
10318,negative
10319,neutral
10321,positive
10322,positive
10323,positive
10324,neutral
10325,neutral
10326,positive
10328,neutral
10329,positive
10331,positive
10332,positive
10333,neutral
10334,positive
10335,positive
10336,positive
10337,positive
10338,positive
10339,positive
10340,positive
10342,neutral
10343,positive
10344,positive
10345,neutral
10346,negative
10347,positive
10348,positive
10350,positive
10351,neutral
10352,positive
10354,neutral
10355,neutral
10356,positive
10357,negative
10358,positive
10359,positive
10360,positive
10361,neutral
10362,negative
10365,positive
10366,positive
10367,positive
10368,positive
10369,neutral
10370,positive
10371,negative
10372,neutral
10373,neutral
10375,positive
10376,positive
10378,positive
10380,neutral
10381,neutral
10383,positive
10385,positive
10387,neutral
10388,positive
10389,positive
10390,neutral
10391,positive
10392,positive
10393,positive
10394,positive
10395,positive
10396,positive
10398,positive
10399,negative
10400,positive
10404,neutral
10406,positive
10407,neutral
10408,negative
10409,positive
10413,positive
10415,positive
10416,positive
10417,positive
10419,neutral
10420,positive
10422,positive
10423,positive
10424,positive
10427,neutral
10428,positive
10429,positive
10430,positive
10431,positive
10433,negative
10434,neutral
10436,positive
10437,positive
10439,negative
10440,positive
10441,positive
10442,positive
10443,positive
10444,positive
10445,positive
10446,positive
10447,positive
10448,positive
10449,positive
10450,neutral
10452,positive
10453,positive
10455,neutral
10456,positive
10457,neutral
10458,positive
10459,positive
10460,neutral
10462,positive
10463,positive
10464,positive
10467,positive
10468,neutral
10469,neutral
10470,neutral
10471,positive
10473,positive
10474,positive
10475,positive
10476,neutral
10477,positive
10479,neutral
10481,negative
10483,positive
10484,positive
10485,neutral
10486,positive
10491,positive
10492,positive
10493,neutral
10494,positive
10495,negative
10496,positive
10497,neutral
10498,positive
10499,neutral
10500,positive
10501,positive
10502,positive
10503,positive
10504,positive
10505,neutral
10506,positive
10507,positive
10508,positive
10509,positive
10511,negative
10512,neutral
10514,positive
10515,positive
10516,neutral
10517,positive
10518,positive
10519,positive
10521,neutral
10522,positive
10523,positive
10524,neutral
10526,positive
10528,positive
10529,positive
10530,neutral
10531,positive
10532,positive
10533,neutral
10534,negative
10535,positive
10536,positive
10537,positive
10539,positive
10540,negative
10541,negative
10542,neutral
10544,positive
10545,positive
10547,positive
10550,positive
10551,positive
10552,neutral
10553,positive
10554,positive
10555,positive
10556,neutral
10558,positive
10559,positive
10560,positive
10562,neutral
10563,neutral
10565,positive
10566,positive
10567,neutral
10569,neutral
10570,positive
10572,positive
10573,positive
10575,positive
10576,positive
10577,positive
10578,positive
10581,positive
10582,positive
10583,positive
10586,positive
10587,positive
10588,neutral
10590,positive
10592,neutral
10593,positive
10594,neutral
10595,positive
10596,positive
10599,positive
10602,positive
10603,negative
10605,positive
10606,neutral
10609,neutral
10610,positive
10611,positive
10612,positive
10613,positive
10614,positive
10615,positive
10616,positive
10617,neutral
10619,positive
10620,neutral
10621,positive
10623,positive
10624,neutral
10625,positive
10627,negative
10628,neutral
10629,positive
10630,positive
10631,positive
10632,positive
10633,neutral
10634,neutral
10635,positive
10636,positive
10637,positive
10640,neutral
10641,positive
10642,positive
10643,positive
10645,positive
10647,positive
10648,positive
10650,positive
10651,positive
10653,neutral
10654,positive
10656,positive
10657,positive
10658,positive
10660,positive
10661,positive
10663,positive
10664,positive
10665,positive
10667,positive
10668,positive
10669,positive
10670,positive
10671,positive
10672,positive
10673,negative
10676,neutral
10677,positive
10679,positive
10680,negative
10681,positive
10683,positive
10684,positive
10687,positive
10688,positive
10689,positive
10690,positive
10695,positive
10696,negative
10697,positive
10698,neutral
10700,positive
10701,negative
10702,positive
10703,neutral
10705,neutral
10706,negative
10707,positive
10709,positive
10710,positive
10712,positive
10713,negative
10714,positive
10715,positive
10717,neutral
10718,neutral
10719,positive
10721,neutral
10723,positive
10724,neutral
10728,positive
10729,neutral
10730,negative
10731,neutral
10732,positive
10734,positive
10735,positive
10737,neutral
10738,positive
10739,neutral
10741,positive
10742,positive
10744,positive
10747,positive
10748,positive
10749,neutral
10750,positive
10751,neutral
10752,positive
10754,neutral
10756,positive
10757,positive
10758,negative
10759,positive
10760,neutral
10761,positive
10766,positive
10768,neutral
10772,neutral
10773,neutral
10774,positive
10775,positive
10776,positive
10777,negative
10778,neutral
10780,neutral
10781,positive
10783,positive
10784,positive
10788,neutral
10789,negative
10791,positive
10792,negative
10793,positive
10795,neutral
10796,positive
10798,positive
10799,negative
10800,neutral
10801,positive
10802,positive
10803,positive
10804,positive
10805,positive
10808,positive
10811,negative
10813,positive
10814,positive
10815,positive
10816,positive
10817,neutral
10818,positive
10819,positive
10820,positive
10823,positive
10824,negative
10826,neutral
10828,positive
10830,positive
10831,positive
10832,neutral
10833,positive
10835,positive
10836,neutral
10837,neutral
10838,positive
10840,neutral
10841,positive
10842,positive
10844,positive
10845,positive
10846,positive
10847,positive
10848,neutral
10849,positive
10850,positive
10851,positive
10852,neutral
10854,positive
10855,positive
10856,positive
10857,positive
10859,positive
10862,positive
10863,positive
10864,neutral
10865,negative
10867,negative
10868,positive
10869,positive
10870,positive
10871,positive
10872,neutral
10874,neutral
10875,positive
10877,positive
10879,positive
10880,positive
10881,positive
10883,negative
10884,neutral
10885,neutral
10886,neutral
10887,neutral
10888,positive
10890,positive
10891,positive
10892,positive
10893,positive
10897,positive
10898,positive
10899,neutral
10900,neutral
10902,positive
10903,positive
10905,neutral
10908,neutral
10911,negative
10913,positive
10914,neutral
10916,positive
10917,neutral
10918,positive
10920,positive
10921,positive
10923,positive
10924,positive
10926,neutral
10927,positive
10928,positive
10929,positive
10930,positive
10931,neutral
10932,neutral
10933,positive
10936,negative
10937,neutral
10938,neutral
10939,positive
10941,positive
10942,positive
10943,positive
10945,neutral
10946,positive
10948,positive
10950,positive
10951,positive
10953,neutral
10954,positive
10955,negative
10956,neutral
10958,positive
10959,positive
10960,positive
10961,positive
10962,neutral
10964,neutral
10965,negative
10966,positive
10969,positive
10970,neutral
10971,positive
10972,negative
10973,positive
10974,positive
10975,positive
10977,positive
10978,positive
10979,positive
10980,positive
10981,neutral
10984,positive
10985,negative
10986,positive
10987,positive
10988,neutral
10989,positive
10991,neutral
10992,neutral
10993,neutral
10995,negative
10996,neutral
10997,neutral
10998,positive
10999,neutral
11000,positive
11002,positive
11003,positive
11004,positive
11006,positive
11007,positive
11008,neutral
11009,neutral
11010,positive
11011,positive
11012,positive
11013,neutral
11015,neutral
11016,positive
11020,neutral
11024,neutral
11025,positive
11026,positive
11027,positive
11028,positive
11031,positive
11032,neutral
11033,neutral
11035,neutral
11036,positive
11038,negative
11039,positive
11040,positive
11041,neutral
11042,negative
11043,positive
11044,positive
11045,positive
11047,neutral
11048,neutral
11049,positive
11050,neutral
11051,positive
11053,positive
11054,positive
11055,positive
11056,positive
11058,neutral
11061,neutral
11063,positive
11064,neutral
11065,neutral
11066,positive
11067,positive
11068,neutral
11069,positive
11070,positive
11071,neutral
11073,positive
11075,neutral
11076,positive
11077,neutral
11078,positive
11080,negative
11081,positive
11083,negative
11084,positive
11085,negative
11086,positive
11087,positive
11088,positive
11090,positive
11091,positive
11092,neutral
11093,positive
11094,positive
11095,positive
11096,positive
11100,positive
11101,positive
11103,positive
11105,neutral
11106,neutral
11107,positive
11108,positive
11109,neutral
11110,positive
11113,positive
11114,positive
11115,positive
11116,positive
11117,neutral
11118,neutral
11120,neutral
11122,positive
11124,positive
11125,positive
11127,positive
11128,positive
11129,positive
11130,positive
11132,positive
11133,neutral
11135,positive
11136,neutral
11137,neutral
11138,positive
11139,neutral
11140,positive
11144,positive
11145,positive
11146,positive
11147,positive
11148,negative
11149,positive
11151,positive
11153,positive
11154,neutral
11155,negative
11157,neutral
11158,positive
11159,positive
11160,neutral
11161,positive
11163,positive
11165,positive
11166,positive
11168,positive
11169,positive
11170,neutral
11171,positive
11172,negative
11173,positive
11174,positive
11175,positive
11177,negative
11178,positive
11179,positive
11181,positive
11182,positive
11183,positive
11185,positive
11186,positive
11187,positive
11188,positive
11189,positive
11190,positive
11191,neutral
11193,positive
11194,negative
11195,positive
11196,neutral
11197,positive
11198,positive
11199,positive
11200,positive
11201,neutral
11203,positive
11204,positive
11205,positive
11206,positive
11208,neutral
11210,positive
11211,positive
11212,neutral
11213,neutral
11214,positive
11215,neutral
11216,neutral
11217,positive
11218,positive
11219,positive
11220,negative
11221,positive
11222,positive
11223,positive
11224,negative
11225,positive
11226,positive
11228,positive
11233,neutral
11234,positive
11235,positive
